,Accident Type,Speed,Simple Injuries,Severe Injuries,Death,Road Lanes,Road Surfuce Description,Driver Licnesee Type,Light,Weather,City,Number of Cars,Driver Age,Driver Sex,Car,Year,Month
3897,Collision,30.0,0.0,0.0,0.0,Parking lot,dry,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
3898,Collision,30.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
3899,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,118.0,Male,Vehicle,2018,9
3900,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,9
3901,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,24.0,Male,Vehicle,2018,9
3902,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,31.0,Male,Vehicle,2018,9
3903,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,78.0,Male,Vehicle,2018,9
3904,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,36.0,Male,Vehicle,2018,9
3905,Type-A,60.0,0.0,0.0,0.0,One way,dry,Class 3,day,clear,Toronto,1.0,0.0,Male,Vehicle,2018,10
3906,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,25.0,Male,Trailer,2018,9
3907,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,39.0,Female,Vehicle,2018,9
3908,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,38.0,Male,Truck,2018,9
3909,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,9
3910,Type-A,30.0,1.0,0.0,0.0,One way,dry,Class 3,day,clear,Montreal,1.0,36.0,Male,Truck,2018,9
3911,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,9
3912,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,9
3913,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,33.0,Male,Vehicle,2018,9
3914,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,26.0,Male,Vehicle,2018,9
3915,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,25.0,Male,Vehicle,2018,9
3916,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,19.0,Male,Trailer,2018,9
3917,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,29.0,Male,Vehicle,2018,9
3918,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,118.0,Unkown,Vehicle,2018,9
3919,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Uknown driver,day,clear,Toronto,2.0,118.0,Male,Trailer,2018,9
3920,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,41.0,Male,Vehicle,2018,9
3921,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,24.0,Male,Vehicle,2018,9
3922,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,39.0,Female,Vehicle,2018,9
3923,Collision,60.0,0.0,0.0,0.0,One way,dry,Class 3,day,clear,Montreal,2.0,29.0,Male,Vehicle,2018,9
3924,Collision,60.0,0.0,0.0,0.0,One way,dry,Class 3,day,clear,Montreal,2.0,45.0,Female,Vehicle,2018,9
3925,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,26.0,Male,Vehicle,2018,9
3926,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,29.0,Male,Vehicle,2018,9
3927,Collision,20.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Toronto,1.0,35.0,Male,Vehicle,2018,9
3928,Trample,60.0,1.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Ottawa,1.0,34.0,Male,Vehicle,2018,9
3929,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,26.0,Male,Truck,2018,9
3930,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,24.0,Male,Truck,2018,9
3931,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,34.0,Male,Vehicle,2018,9
3932,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,45.0,Female,Vehicle,2018,9
3933,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Trailer,2018,9
3934,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,36.0,Male,Trailer,2018,9
3935,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Kanata,2.0,37.0,Male,Truck,2018,9
3936,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 6a,day,clear,Kanata,2.0,42.0,Male,Trailer,2018,9
3937,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Ottawa,2.0,25.0,Male,Truck,2018,9
3938,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,27.0,Male,Truck,2018,9
3939,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,24.0,Female,Vehicle,2018,9
3940,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,29.0,Male,Vehicle,2018,9
3941,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,25.0,Male,Vehicle,2018,9
3942,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
3943,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,50.0,Male,Vehicle,2018,9
3944,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,54.0,Male,Truck,2018,9
3945,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,51.0,Male,Vehicle,2018,9
3946,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,118.0,Female,Vehicle,2018,9
3947,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,40.0,Male,Vehicle,2018,9
3948,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 6b,day,clear,Hamilton,2.0,54.0,Male,Vehicle,2018,9
3949,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,49.0,Male,Vehicle,2018,9
3950,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,37.0,Male,Van,2018,9
3951,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,49.0,Male,Vehicle,2018,9
3952,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,51.0,Male,Vehicle,2018,9
3953,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,37.0,Male,Vehicle,2018,9
3954,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,2.0,40.0,Female,Vehicle,2018,9
3955,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,9
3956,Collision,60.0,0.0,0.0,0.0,Public Parks,dry,Class 4,day,clear,Toronto,2.0,27.0,Male,Vehicle,2018,9
3957,Collision,60.0,0.0,0.0,0.0,Public Parks,dry,Class 4,day,clear,Toronto,2.0,37.0,Male,Truck,2018,9
3958,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Ottawa,2.0,28.0,Male,Trailer,2018,9
3959,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Ottawa,2.0,45.0,Female,Vehicle,2018,9
3960,Collision,30.0,0.0,0.0,0.0,One way,dry,Class 7,day,clear,Toronto,1.0,41.0,Male,Truck,2018,9
3961,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 6a,day,clear,Montreal,2.0,60.0,Male,Truck,2018,9
3962,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,56.0,Male,Construction vehicle,2018,9
3963,Collision,30.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Gatineau,1.0,57.0,Male,Vehicle,2018,9
3964,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Montreal,2.0,53.0,Male,Van,2018,9
3965,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,27.0,Male,Vehicle,2018,9
3966,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
3967,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,47.0,Male,Truck,2018,9
3968,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Ottawa,2.0,46.0,Male,Vehicle,2018,10
3969,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Ottawa,2.0,39.0,Female,Vehicle,2018,10
3970,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,23.0,Unkown,Vehicle,2018,9
3971,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,36.0,Male,Vehicle,2018,9
3972,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,20.0,Male,Vehicle,2018,9
3973,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,31.0,Male,Truck with trailer,2018,9
3974,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,22.0,Male,Vehicle,2018,9
3975,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,46.0,Male,Vehicle,2018,9
3976,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Toronto,2.0,34.0,Male,Truck,2018,9
3977,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,34.0,Male,Vehicle,2018,9
3978,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,61.0,Male,Vehicle,2018,9
3979,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,68.0,Male,Vehicle,2018,9
3980,Collision,40.0,1.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,31.0,Female,Vehicle,2018,9
3981,Collision,40.0,1.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,22.0,Male,Vehicle,2018,9
3982,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
3983,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,64.0,Male,Truck,2018,9
3984,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Mississauga,2.0,53.0,Male,Vehicle,2018,9
3985,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Mississauga,2.0,40.0,Female,Vehicle,2018,9
3986,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,25.0,Male,Vehicle,2018,9
3987,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,37.0,Male,Vehicle,2018,9
3988,Collision,30.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,60.0,Male,Truck,2018,9
3989,Collision,30.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
3990,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,29.0,Male,Vehicle,2018,9
3991,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,74.0,Male,Vehicle,2018,9
3992,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,3.0,31.0,Male,Vehicle,2018,9
3993,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Toronto,3.0,41.0,Male,Truck,2018,9
3994,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,3.0,77.0,Male,Vehicle,2018,9
3995,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,44.0,Male,Vehicle,2018,9
3996,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 6b,day,clear,Montreal,2.0,31.0,Male,Vehicle,2018,9
3997,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,30.0,Male,Vehicle,2018,9
3998,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,51.0,Female,Vehicle,2018,9
3999,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 6a,day,clear,Ottawa,2.0,56.0,Male,Vehicle,2018,9
4000,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,0.0,Unkown,Vehicle,2018,9
4001,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,9
4002,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,76.0,Male,Vehicle,2018,9
4003,Type-A,100.0,1.0,0.0,0.0,Two ways,dry,Class 6a,day,clear,Kanata,1.0,47.0,Male,Trailer,2018,9
4004,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,2.0,45.0,Male,Vehicle,2018,9
4005,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,2.0,27.0,Male,Vehicle,2018,9
4006,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,118.0,Unkown,Vehicle,2018,9
4007,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,33.0,Male,Vehicle,2018,9
4008,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,26.0,Male,Vehicle,2018,9
4009,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,23.0,Male,Vehicle,2018,9
4010,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,118.0,Male,Vehicle,2018,9
4011,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,40.0,Male,Vehicle,2018,9
4012,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,35.0,Male,Vehicle,2018,9
4013,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,27.0,Male,Trailer,2018,9
4014,Collision,30.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Toronto,2.0,39.0,Male,Vehicle,2018,9
4015,Collision,30.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Toronto,2.0,74.0,Male,Vehicle,2018,9
4016,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,3.0,52.0,Male,Van,2018,10
4017,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,3.0,0.0,Unkown,Vehicle,2018,10
4018,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,28.0,Male,Truck,2018,10
4019,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Ottawa,3.0,53.0,Male,Vehicle,2018,9
4020,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,3.0,36.0,Male,Vehicle,2018,9
4021,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,3.0,29.0,Male,Vehicle,2018,9
4022,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Gatineau,2.0,25.0,Male,Trailer,2018,9
4023,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,2.0,33.0,Male,Truck,2018,9
4024,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,25.0,Male,Vehicle,2018,9
4025,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,34.0,Male,Vehicle,2018,9
4026,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,27.0,Male,Vehicle,2018,9
4027,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,58.0,Male,Vehicle,2018,9
4028,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,2.0,24.0,Male,Vehicle,2018,9
4029,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,2.0,37.0,Male,Vehicle,2018,9
4030,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,3.0,63.0,Male,Vehicle,2018,9
4031,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,3.0,32.0,Male,Trailer,2018,9
4032,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,3.0,38.0,Male,Vehicle,2018,9
4033,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Mississauga,2.0,59.0,Male,Vehicle,2018,9
4034,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Mississauga,2.0,48.0,Male,Vehicle,2018,9
4035,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,kingeston,2.0,40.0,Female,Vehicle,2018,9
4036,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,kingeston,2.0,50.0,Male,Vehicle,2018,9
4037,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,29.0,Male,Vehicle,2018,9
4038,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,38.0,Male,Trailer,2018,9
4039,Collision,40.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Toronto,1.0,51.0,Male,Vehicle,2018,9
4040,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,48.0,Male,Vehicle,2018,9
4041,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,9
4042,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,34.0,Male,Vehicle,2018,9
4043,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,44.0,Male,Vehicle,2018,9
4044,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,30.0,Male,Vehicle,2018,9
4045,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,24.0,Male,Truck,2018,9
4046,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,32.0,Male,Vehicle,2018,9
4047,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,53.0,Male,Vehicle,2018,9
4048,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Montreal,2.0,33.0,Male,Truck,2018,9
4049,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,25.0,Male,Truck,2018,9
4050,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,47.0,Male,Van,2018,9
4051,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,34.0,Male,Trailer,2018,9
4052,Collision,70.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,24.0,Male,Vehicle,2018,9
4053,Collision,70.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Montreal,2.0,29.0,Male,Vehicle,2018,9
4054,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,75.0,Male,Vehicle,2018,9
4055,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,40.0,Male,Vehicle,2018,9
4056,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,29.0,Male,Vehicle,2018,9
4057,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 7,day,clear,Montreal,2.0,56.0,Male,Van,2018,9
4058,Collision,20.0,0.0,0.0,0.0,Parking lot,dry,Class 6b,day,clear,Montreal,2.0,40.0,Male,Trailer,2018,9
4059,Collision,20.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Montreal,2.0,35.0,Male,Vehicle,2018,9
4060,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Uknown driver,day,clear,Toronto,2.0,30.0,Male,Vehicle,2018,9
4061,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,75.0,Male,Vehicle,2018,9
4062,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,29.0,Male,Vehicle,2018,9
4063,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,29.0,Male,Vehicle,2018,9
4064,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,9
4065,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,9
4066,Trample,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,1.0,47.0,Male,Vehicle,2018,9
4067,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Truck,2018,9
4068,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,42.0,Male,Trailer,2018,9
4069,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,40.0,Male,Vehicle,2018,9
4070,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,9
4071,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,storm,Toronto,2.0,0.0,Male,Vehicle,2018,9
4072,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 6a,day,storm,Toronto,2.0,44.0,Male,Truck,2018,9
4073,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,31.0,Male,Vehicle,2018,9
4074,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,21.0,Male,Vehicle,2018,9
4075,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,1.0,50.0,Male,Vehicle,2018,9
4076,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 6b,day,clear,Ottawa,1.0,41.0,Male,Construction vehicle,2018,9
4077,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,40.0,Male,Vehicle,2018,9
4078,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,39.0,Female,Vehicle,2018,9
4079,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,118.0,Unkown,Vehicle,2018,9
4080,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,0.0,Unkown,Truck,2018,9
4081,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,55.0,Male,Van,2018,9
4082,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,21.0,Male,Vehicle,2018,9
4083,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,37.0,Male,Vehicle,2018,9
4084,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,27.0,Female,Vehicle,2018,9
4085,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Orléans,2.0,55.0,Female,Trailer,2018,9
4086,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Orléans,2.0,34.0,Male,Vehicle,2018,9
4087,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,47.0,Female,Vehicle,2018,9
4088,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,42.0,Male,Trailer,2018,9
4089,Collision,30.0,0.0,0.0,0.0,One way,dry,Class 4,day,clear,Mississauga,1.0,69.0,Male,Vehicle,2018,9
4090,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,46.0,Male,Vehicle,2018,9
4091,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,26.0,Male,Vehicle,2018,9
4092,Collision,40.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Montreal,1.0,23.0,Male,Vehicle,2018,9
4093,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Uknown driver,day,clear,Toronto,2.0,22.0,Female,Vehicle,2018,9
4094,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,41.0,Male,Vehicle,2018,9
4095,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,39.0,Male,Vehicle,2018,9
4096,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,118.0,Unkown,Vehicle,2018,9
4097,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,34.0,Male,Vehicle,2018,10
